               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,             0.02055,           0.0083637,           0.0048362,             0.98256,             0.94495,             0.98372,             0.72602,            0.013883,           0.0058262,           0.0019533,           0.0087316,           0.0087316,           0.0087316
                 149,            0.020565,           0.0082611,           0.0048128,             0.97602,             0.94746,             0.98148,             0.73377,            0.014119,           0.0058118,            0.002097,           0.0087151,           0.0087151,           0.0087151
                 150,             0.02075,           0.0082994,           0.0043111,             0.94139,             0.99126,             0.98613,             0.74457,            0.014056,           0.0057703,           0.0018619,           0.0086986,           0.0086986,           0.0086986
                 151,            0.020887,           0.0081823,           0.0049345,             0.97911,             0.96307,             0.98499,             0.74747,            0.013822,           0.0056669,           0.0016573,            0.008682,            0.008682,            0.008682
                 152,            0.020838,           0.0082949,           0.0052112,             0.95098,             0.98756,             0.98387,             0.73812,            0.013693,            0.005707,           0.0018972,           0.0086653,           0.0086653,           0.0086653
                 153,            0.020261,           0.0082487,           0.0044432,             0.96019,             0.98202,             0.98308,             0.73716,            0.013584,            0.005654,           0.0017838,           0.0086485,           0.0086485,           0.0086485
                 154,             0.02035,           0.0083079,           0.0047594,             0.96628,             0.96035,               0.985,             0.73887,            0.013746,           0.0056634,           0.0017034,           0.0086316,           0.0086316,           0.0086316
                 155,            0.020102,           0.0081211,           0.0046802,             0.97662,             0.97614,             0.98348,             0.73819,            0.013474,            0.005674,           0.0015702,           0.0086146,           0.0086146,           0.0086146
                 156,            0.020209,           0.0082516,            0.004002,             0.95663,             0.98581,             0.98646,             0.74135,            0.013686,           0.0056904,           0.0015745,           0.0085976,           0.0085976,           0.0085976
                 157,            0.019967,           0.0083174,           0.0041642,             0.95005,             0.98334,             0.98652,             0.72841,            0.013897,           0.0057186,           0.0016605,           0.0085805,           0.0085805,           0.0085805
                 158,            0.020115,           0.0082563,           0.0043113,             0.95776,             0.97587,             0.98778,             0.75102,            0.013735,           0.0057606,           0.0015403,           0.0085632,           0.0085632,           0.0085632
                 159,            0.020079,           0.0081297,           0.0041903,             0.97766,             0.96654,             0.98483,             0.74563,            0.013458,           0.0056965,           0.0017425,           0.0085459,           0.0085459,           0.0085459
                 160,            0.020028,           0.0080757,           0.0046035,             0.98214,             0.95944,             0.98424,             0.74791,            0.013405,            0.005658,           0.0016865,           0.0085286,           0.0085286,           0.0085286
                 161,            0.020445,           0.0084561,            0.004292,             0.97114,             0.97029,             0.98667,             0.75193,            0.013571,           0.0056986,           0.0016167,           0.0085111,           0.0085111,           0.0085111
                 162,             0.02009,            0.008252,           0.0039909,             0.97395,             0.98615,             0.99021,             0.74373,            0.013441,           0.0056532,           0.0013255,           0.0084935,           0.0084935,           0.0084935
                 163,            0.019864,           0.0082623,           0.0045904,             0.98029,             0.96385,             0.98427,             0.74296,             0.01354,           0.0057289,           0.0017428,           0.0084759,           0.0084759,           0.0084759
                 164,             0.02022,           0.0081265,             0.00421,              0.9776,             0.96688,             0.98482,              0.7454,             0.01359,           0.0056782,           0.0016137,           0.0084582,           0.0084582,           0.0084582
                 165,            0.020119,           0.0080667,           0.0044719,             0.96666,             0.97765,             0.98315,             0.75562,            0.013416,           0.0056274,           0.0016369,           0.0084404,           0.0084404,           0.0084404
                 166,            0.019566,           0.0081801,           0.0038413,             0.94466,             0.98165,             0.97925,             0.74268,            0.013739,           0.0057196,           0.0020046,           0.0084225,           0.0084225,           0.0084225
                 167,            0.019727,           0.0082717,           0.0041327,             0.97113,             0.95153,             0.97913,               0.749,            0.013559,           0.0056464,           0.0020677,           0.0084046,           0.0084046,           0.0084046
                 168,            0.019609,           0.0081193,           0.0038999,             0.94954,             0.97518,             0.97302,             0.74077,            0.013406,           0.0056326,           0.0023271,           0.0083865,           0.0083865,           0.0083865
                 169,            0.020141,           0.0083318,           0.0047706,             0.96507,              0.9728,              0.9791,             0.74019,            0.013422,            0.005724,           0.0019911,           0.0083684,           0.0083684,           0.0083684
                 170,            0.020049,           0.0082663,           0.0043651,              0.9697,             0.97616,             0.98685,             0.74722,            0.013484,           0.0057598,           0.0014988,           0.0083502,           0.0083502,           0.0083502
                 171,            0.020147,           0.0081666,           0.0041574,             0.95193,             0.98782,             0.98583,             0.74474,            0.013676,            0.005766,           0.0017975,           0.0083319,           0.0083319,           0.0083319
                 172,             0.01994,           0.0082478,           0.0043429,             0.95851,             0.98487,             0.98761,              0.7411,            0.014047,           0.0058738,           0.0015241,           0.0083136,           0.0083136,           0.0083136
                 173,            0.019907,           0.0082875,           0.0034918,             0.97301,             0.98302,             0.98847,             0.73955,            0.014095,           0.0058407,           0.0014564,           0.0082952,           0.0082952,           0.0082952
